LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,BILL_MEAN
20000,1,3,2,28,-1,0,0,0,0,0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,15931.333333333334
20000,1,1,2,25,1,-2,-2,-2,-2,-1,0.0,0.0,0.0,0.0,1000.0,0.0,166.66666666666666
80000,2,1,2,33,0,0,0,0,0,0,5027.0,3000.0,3000.0,6784.625,767.0,1000.0,37683.333333333336
20000,1,2,1,42,0,0,0,0,0,0,1249.0,1600.0,2500.0,1000.0,696.0,862.0,17014.833333333332
200000,1,3,1,44,0,0,0,0,0,0,3000.0,4000.0,3000.0,3000.0,3000.0,3000.0,73506.33333333333
90000,2,2,1,36,2,2,2,2,2,2,2000.0,1700.0,2200.0,1750.0,2200.0,2000.0,51418.833333333336
400000,2,2,2,39,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60000,2,2,1,48,0,0,0,0,0,0,1308.0,1290.0,664.0,1003.0,693.0,759.0,26984.666666666668
100000,1,1,2,26,0,0,0,0,0,0,5129.0,1227.0,1000.0,5914.0,6992.5,0.0,13868.5
70000,1,2,1,36,0,0,0,0,0,0,5000.0,2000.0,3000.0,4000.0,6992.5,6922.125,23585.166666666668
360000,1,1,1,44,-1,-1,-1,-1,-1,-1,165.0,165.0,165.0,165.0,165.0,165.0,165.0
50000,1,2,1,43,2,0,0,0,0,0,1878.0,1641.0,1000.0,934.0,1109.0,960.0,29996.5
60000,2,2,2,24,1,-2,-1,-1,-2,-2,0.0,1668.0,844.0,1044.0,2930.0,3783.0,940.3333333333334
280000,1,2,2,47,0,0,0,0,0,0,15071.0,8003.0,9002.0,5000.0,5000.0,5000.0,144349.83333333334
150000,2,1,1,37,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100000,2,3,2,27,0,0,0,0,0,0,3000.0,2208.0,2700.0,2000.0,1844.0,1709.0,75904.66666666667
360000,2,1,1,26,-2,-2,-2,-2,-2,-2,2749.0,2322.0,2482.0,1417.0,2095.0,3228.0,2094.6666666666665
360000,1,1,2,28,-2,-2,-2,-2,-1,-1,2766.0,2766.0,2766.0,3373.0,5042.0,1000.0,3283.5
100000,2,1,2,30,0,0,0,0,0,0,4200.0,4700.0,4500.0,3000.0,2900.0,2901.0,86965.33333333333
400000,2,1,2,29,1,2,0,0,0,0,0.0,3200.0,2750.0,3000.0,5800.0,2800.0,73658.83333333333
90000,2,2,1,41,1,1,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,4772.666666666667
360000,1,1,2,29,-2,-2,-2,-2,-2,-2,5874.0,1.0,593.0,0.0,0.0,0.0,2076.8333333333335
200000,1,2,2,32,2,2,2,2,2,2,0.0,7421.0,0.0,5000.0,5000.0,5000.0,91420.83333333333
60000,2,1,2,24,0,0,0,0,0,0,1553.0,1200.0,349.0,5345.0,0.0,316.0,16295.0
180000,2,2,2,32,-1,-1,-2,-2,-2,-2,357.0,288.0,837.0,467.0,12465.5,351.0,2991.8333333333335
500000,1,1,2,31,0,0,-1,-1,-1,-1,6000.0,1697.0,0.0,2800.0,5400.0,8300.0,9709.0
260000,2,1,1,44,1,-1,-1,-2,-1,2,6500.0,0.0,0.0,2223.0,0.0,12494.0,1796.5
50000,2,2,1,33,1,2,0,0,-2,-2,0.0,1000.0,0.0,0.0,0.0,0.0,2513.5
200000,1,1,2,32,-1,-1,-1,-2,-2,-2,2182.0,0.0,0.0,0.0,0.0,0.0,551.1666666666666
150000,1,1,1,27,-1,-1,-1,-1,-2,-2,0.0,780.0,0.0,0.0,0.0,0.0,195.0
460000,2,2,2,33,-1,-1,-1,-1,-2,-1,0.0,3352.0,0.0,0.0,12465.5,0.0,8179.666666666667
240000,1,2,1,49,-2,-2,-2,-2,-2,-2,1838.0,976.0,110.0,0.0,0.0,0.0,1239.5
70000,2,2,1,44,0,0,0,0,0,0,3500.0,3000.0,1500.0,1000.0,2000.0,2000.0,47700.0
10000,1,3,1,40,1,2,2,3,2,2,0.0,2035.0,0.0,0.0,1069.0,1000.0,8204.166666666666
190000,1,1,1,36,-1,-1,-1,-1,-1,-1,1288.0,1655.0,1213.0,344.0,221.0,12494.0,1083.3333333333333
200000,1,2,1,56,0,0,0,0,0,0,8007.0,6300.0,6276.0,6701.0,12465.5,0.0,185147.33333333334
30000,2,2,2,37,2,0,0,0,0,0,2000.0,2000.0,2500.0,2000.0,2000.0,3750.0,17820.666666666668
80000,2,3,1,45,-2,-2,-2,-2,-2,-2,3329.0,2939.0,3627.0,3991.0,2299.0,3031.0,3238.1666666666665
30000,1,3,2,52,1,2,0,0,0,0,6.0,1335.0,2000.0,0.0,0.0,939.0,15012.0
150000,1,1,2,35,1,2,2,2,2,2,6000.0,4500.0,5100.0,5322.0,20.0,5033.0,145447.66666666666
60000,2,2,2,29,2,2,2,0,0,0,1685.0,0.0,1655.0,1707.0,1718.0,1775.0,42263.833333333336
360000,1,3,1,55,0,0,0,0,0,-2,5000.0,1200.0,10000.0,987.0,0.0,1017.0,12605.833333333334
150000,2,2,1,36,-2,-2,-1,-1,2,-1,2507.0,190.0,3180.0,0.0,12465.5,5000.0,9286.833333333334
80000,1,3,1,36,0,0,0,0,0,0,2395.0,2500.0,2530.0,2556.0,3700.0,3000.0,69174.5
240000,2,2,1,28,-1,0,0,0,-1,-1,1215.0,2000.0,2000.0,4590.0,9675.0,12494.0,5617.666666666667
60000,2,5,1,30,-2,-2,-2,-2,-2,-2,0.0,0.0,5.0,1360.0,1180.0,3302.0,1021.8333333333334
90000,2,2,2,32,1,-2,-2,-2,-2,-1,0.0,0.0,0.0,1.0,6992.5,0.0,1621.1666666666667
250000,2,1,1,43,-1,-1,2,-1,-1,-1,6854.0,0.0,4508.0,2916.0,4969.0,0.0,4010.3333333333335
500000,2,1,2,44,-2,-2,-2,-2,-2,-2,5218.0,3981.0,0.0,3672.0,7617.0,2691.0,3414.6666666666665
30000,2,2,1,40,1,2,0,0,0,0,0.0,1812.0,1826.0,904.0,940.0,1143.0,27684.833333333332
110000,2,2,1,28,0,0,0,0,0,0,1300.0,1500.0,1200.0,467.0,400.0,500.0,17201.333333333332
210000,2,2,2,35,0,0,0,0,0,0,8800.0,8023.0,4809.0,5001.0,5000.0,5000.0,169848.16666666666
290000,1,3,1,47,-1,-1,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,4634.0,200.0
350000,2,1,1,33,0,-1,-1,-1,-1,-1,15071.0,14802.75,13584.25,12309.5,12465.5,12494.0,41536.166666666664
100000,2,2,1,31,0,0,0,-2,-1,-1,2000.0,0.0,0.0,2743.0,1782.0,0.0,32335.333333333332
160000,1,1,2,42,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,8666.166666666666
280000,2,1,1,41,-2,-1,0,0,-2,-2,8188.0,14802.75,0.0,1455.0,3023.0,12494.0,8379.166666666666
320000,2,1,1,42,0,0,0,0,0,0,9000.0,9000.0,6000.0,3000.0,3000.0,3000.0,140544.16666666666
50000,1,2,2,26,-1,-1,-1,-1,-1,-1,581.0,581.0,581.0,581.0,581.0,581.0,581.0
250000,2,1,2,36,0,0,0,0,0,0,5000.0,5000.0,5847.0,5000.0,5000.0,5018.0,135383.33333333334
500000,2,1,2,33,-2,-2,-2,-2,-2,-2,263.0,8050.0,8234.0,835.0,12465.5,5000.0,19270.166666666668
90000,1,3,3,34,-2,-2,-2,-2,-2,-2,4990.0,176.0,7450.0,6784.625,6992.5,6922.125,12897.5
50000,2,2,2,51,0,0,0,0,0,0,1996.0,1804.0,1664.0,1560.0,1370.0,1335.0,49050.333333333336
70000,2,1,1,36,1,2,2,0,0,2,2000.0,0.0,1339.0,2493.0,0.0,792.0,20268.833333333332
290000,2,1,2,34,0,0,0,0,0,0,1500.0,2016.0,5000.0,2000.0,1463.0,3365.0,12488.166666666666
290000,2,2,2,31,0,0,0,0,0,0,8100.0,9000.0,6500.0,7000.0,6800.0,7000.0,175711.5
470000,1,1,2,27,-1,-1,-1,-1,0,0,3201.0,14509.0,13584.25,0.0,1528.0,6970.0,11018.666666666666
50000,2,2,2,40,-1,-1,-1,-2,-2,-2,3850.625,0.0,0.0,0.0,0.0,0.0,3326.8333333333335
20000,1,3,3,46,0,0,0,0,0,-2,2000.0,1500.0,500.0,0.0,0.0,0.0,11132.0
230000,2,3,1,45,0,0,0,0,0,0,1500.0,3000.0,3000.0,1000.0,1000.0,2140.0,13460.666666666666
20000,1,3,2,48,0,0,2,2,0,0,3132.0,1577.0,0.0,757.0,628.0,700.0,16438.333333333332
400000,2,1,2,30,-2,-2,-1,-1,0,0,2668.0,3222.0,13584.25,500.0,1000.0,475.0,10302.833333333334
220000,2,2,2,54,-1,0,0,-1,-1,-1,1500.0,1500.0,891.0,1927.0,4250.0,3000.0,2600.8333333333335
150000,2,1,2,25,0,0,2,2,2,2,12200.0,1000.0,10400.0,5600.0,5400.0,5000.0,141307.0
200000,2,2,2,33,0,0,0,0,0,0,2000.0,1322.0,2000.0,2000.0,1200.0,3000.0,13478.5
360000,1,1,2,30,-1,-1,-1,-1,-1,0,15071.0,799.0,1005.0,6398.0,3020.0,3040.0,20967.0
120000,1,2,1,40,0,0,0,0,0,0,3500.0,2347.0,5000.0,3000.0,2000.0,6922.125,53914.0
240000,2,2,1,43,-1,2,0,-1,0,0,0.0,14802.75,10657.0,0.0,5041.0,9190.0,11512.5
50000,2,1,2,38,2,2,2,0,0,0,1400.0,0.0,1376.0,1000.0,2000.0,0.0,22713.833333333332
200000,1,2,1,40,-1,-1,-2,-2,-2,-1,0.0,0.0,0.0,0.0,8058.0,0.0,2929.3333333333335
20000,1,2,1,36,1,2,2,2,2,0,0.0,2690.0,900.0,0.0,1000.0,1000.0,19219.0
30000,1,2,2,34,0,0,0,0,0,0,3850.625,3962.5,4174.125,3574.5,3750.0,3750.0,28976.166666666668
60000,1,1,2,27,0,0,-1,-1,0,0,4000.0,1536.0,7450.0,1300.0,3000.0,2000.0,34006.5
140000,1,1,2,28,-2,-2,-2,-2,-2,-2,1768.0,3169.0,5041.0,389.0,3065.0,1112.0,2394.1666666666665
480000,2,2,2,31,0,0,0,0,0,0,9960.0,14802.75,7410.0,6368.0,7323.0,5837.0,203330.33333333334
110000,2,2,1,42,-1,-1,-1,-1,-1,-1,776.0,776.0,776.0,776.0,926.0,776.0,801.0
120000,2,2,1,50,0,0,2,0,0,0,8451.875,0.0,7450.0,6784.625,6992.5,6922.125,30793.833333333332
20000,2,3,1,56,0,0,0,0,0,0,1188.0,1201.0,442.0,466.0,1500.0,421.0,12886.333333333334
80000,2,2,1,43,0,0,0,0,0,0,8451.875,8426.5,7450.0,6784.625,6992.5,6922.125,72448.5
60000,2,2,2,23,0,0,0,2,0,0,2000.0,4000.0,0.0,2000.0,3000.0,0.0,21844.666666666668
50000,2,3,2,55,0,0,0,0,0,0,3850.625,2044.0,3150.0,1000.0,3000.0,905.0,33701.833333333336
170000,2,3,1,40,1,2,0,0,0,0,0.0,2000.0,1136.0,1000.0,0.0,12494.0,44333.833333333336
280000,2,2,1,53,-1,-1,2,2,-1,-1,2846.0,390.0,390.0,7531.0,1240.0,390.0,2469.5
90000,1,1,1,35,0,0,2,2,2,2,3100.0,1000.0,0.0,1600.0,0.0,800.0,18576.333333333332
20000,1,2,1,26,1,2,2,2,2,2,0.0,2000.0,0.0,1203.0,0.0,1700.0,11984.333333333334
390000,2,1,2,37,-1,-1,-1,-1,-1,-1,15071.0,10000.0,13584.25,10000.0,10000.0,10500.0,15333.0
90000,2,3,1,37,0,0,0,0,0,0,2500.0,2300.0,2281.0,2519.0,2451.0,2300.0,65352.0
250000,2,2,2,27,0,0,0,-1,0,0,2500.0,1000.0,5208.0,12309.5,5000.0,10000.0,14277.166666666666
300000,2,1,1,45,-1,-1,-1,0,0,-1,10017.0,14802.75,0.0,0.0,1230.0,0.0,12729.833333333334
60000,2,2,1,33,2,0,0,0,0,0,2500.0,2006.0,5000.0,2000.0,2000.0,0.0,51556.5
20000,2,2,2,27,0,0,-1,2,2,2,0.0,3962.5,1000.0,0.0,2300.0,1200.0,20723.5
40000,1,1,2,24,0,0,0,0,0,-1,2000.0,3962.5,1359.0,600.0,3750.0,615.0,33005.166666666664
60000,2,1,2,33,1,-2,-1,0,0,0,0.0,4028.0,7450.0,2100.0,5000.0,2000.0,29617.5
230000,2,2,1,36,-1,-1,-1,-1,-1,-1,1402.0,3665.0,929.0,4167.0,12465.5,5000.0,21613.166666666668
30000,1,2,2,33,1,2,0,0,0,0,0.0,1753.0,1200.0,1041.0,1194.0,1100.0,30044.333333333332
110000,1,1,2,26,0,0,0,0,0,0,2375.0,8426.5,3170.0,2735.0,2829.0,3138.0,80491.66666666667
150000,2,1,2,36,0,0,2,0,0,0,4938.0,0.0,1200.0,507.0,0.0,0.0,18392.666666666668
260000,2,1,1,32,-2,-2,-2,-2,-2,-2,4884.0,329.0,2465.0,2673.0,12354.0,9583.0,4180.333333333333
80000,2,3,1,32,0,0,0,0,0,0,2700.0,2800.0,2100.0,2181.0,2500.0,2300.0,58401.333333333336
400000,1,1,1,35,-2,-2,-2,-2,-2,-2,2720.0,98.0,13584.25,1699.0,0.0,2024.0,8139.666666666667
160000,2,2,1,34,1,2,2,2,0,0,0.0,4500.0,2500.0,3000.0,3000.0,4000.0,71625.66666666667
60000,2,3,1,47,0,0,0,0,0,0,1392.0,1000.0,203.0,186.0,347.0,6922.125,20263.166666666668
70000,1,1,2,28,0,0,0,0,0,0,8000.0,2000.0,7450.0,5000.0,6992.5,6922.125,20655.166666666668
60000,2,2,2,26,0,0,0,0,2,2,2200.0,2470.0,4200.0,2000.0,0.0,6200.0,52204.833333333336
460000,2,2,1,28,0,0,0,-1,-1,-1,1335.0,10000.0,3316.0,3316.0,3316.0,3316.0,12482.833333333334
200000,1,1,1,36,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100000,2,2,2,28,0,0,0,0,0,0,3004.0,8426.5,2540.0,3000.0,3000.0,3000.0,74379.83333333333
30000,1,2,2,39,1,2,2,0,0,0,1000.0,1000.0,1000.0,1000.0,1500.0,0.0,3727.3333333333335
30000,2,2,2,22,0,0,0,0,0,0,1402.0,2000.0,2000.0,2000.0,2500.0,2000.0,28699.333333333332
500000,2,1,2,40,-2,-2,-2,-2,-2,-2,15071.0,0.0,10658.0,12309.5,2926.0,12494.0,18214.666666666668
240000,2,3,2,35,0,0,0,0,0,-1,1133.0,1124.0,2000.0,728.0,12465.5,1972.0,11753.666666666666
230000,1,1,1,61,-1,-1,-1,-1,-1,-1,3710.0,2266.0,7338.0,2791.0,7433.0,4527.0,3759.0
150000,2,1,2,26,0,0,2,0,0,0,4850.0,2000.0,2000.0,2000.0,2000.0,1500.0,59458.333333333336
50000,2,2,2,25,2,2,2,2,2,2,1900.0,1900.0,1400.0,1500.0,1600.0,1500.0,35764.0
20000,1,3,2,24,3,3,2,2,2,2,1000.0,1600.0,800.0,800.0,700.0,800.0,17129.166666666668
250000,2,1,1,41,-1,2,-1,-1,-1,-2,60.0,14802.75,13584.25,2323.0,12465.5,5480.0,27327.833333333332
220000,1,3,2,33,1,-1,-1,0,0,0,1000.0,3000.0,2000.0,2000.0,0.0,2000.0,2322.6666666666665
100000,1,1,1,33,0,0,2,2,2,2,5000.0,3000.0,2000.0,1800.0,1600.0,2000.0,44113.833333333336
200000,1,1,1,48,-1,-1,-1,-1,-1,-1,4318.0,4681.0,4958.0,3712.0,3476.0,990.0,4388.333333333333
