Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Dominant_Topic
0.042552709720116565,0.0425337383504801,0.042309514327232164,0.04251947993065302,0.8300845576715181,Topic_5
0.030596851625430407,0.032484305590821216,0.030412553474164487,0.031683688585864095,0.8748226007237199,Topic_5
0.5554025530953638,0.025411858113316924,0.02335219857557878,0.03160813999732847,0.364225250218412,Topic_1
0.036499621501570455,0.036192498350254954,0.03582738770069986,0.0362244551115037,0.8552560373359711,Topic_5
0.05833534291899369,0.059703389801275465,0.058153067721173346,0.05930699683317765,0.7645012027253798,Topic_5
0.021900350782418913,0.022190503256410272,0.021455106520944102,0.022060807566732142,0.9123932318734945,Topic_5
0.04614961793771884,0.04157389709240503,0.04028823736664505,0.040373520523845845,0.8316147270793852,Topic_5
0.6276270736885767,0.026357552805007466,0.024691494852112163,0.027938120153581165,0.29338575850072246,Topic_1
0.7665780277666326,0.05561566498367907,0.05556689226841967,0.05553335231329072,0.06670606266797795,Topic_1
0.035838194159320304,0.03657316821631567,0.03476511809168263,0.04051450531973901,0.8523090142129424,Topic_5
0.030041454834944817,0.0298405646585798,0.029161283918566677,0.029478337243807273,0.8814783593441015,Topic_5
0.8287151166602208,0.04283018707569503,0.04107795188131195,0.04500965817096097,0.04236708621181133,Topic_1
0.02499820989856364,0.025137107041385266,0.02484700490977674,0.02503132534645974,0.8999863528038147,Topic_5
0.02277464502445416,0.023159840496444876,0.02226707436240577,0.023124691239885652,0.9086737488768095,Topic_5
0.05059224983131376,0.049820177901524626,0.04861529131998612,0.04992925794701879,0.8010430230001567,Topic_5
0.04987593765720941,0.056839320384513795,0.04942688970503039,0.049842010371597446,0.7940158418816491,Topic_5
0.0343937930230495,0.034566854234245256,0.034009670762138206,0.03459731989302218,0.8624323620875448,Topic_5
0.02681898810039421,0.026950278686921333,0.02644563172418366,0.027099342779650412,0.8926857587088504,Topic_5
0.06824171282423758,0.06794080680127054,0.06725118786898082,0.06723017976960405,0.729336112735907,Topic_5
0.19468946714379023,0.03050352019202254,0.029993618136783178,0.03063649434163055,0.7141769001857735,Topic_5
0.04016413989870359,0.03966113197039653,0.03929274998602368,0.03973880052970138,0.8411431776151749,Topic_5
0.04020654872450743,0.04066108247045346,0.04009872948100322,0.04013017293678139,0.8389034663872544,Topic_5
0.054898374154209,0.05467387067619132,0.05449989807049885,0.0545571944367665,0.7813706626623342,Topic_5
0.026542354463021892,0.04343767472622029,0.026238626446080535,0.02928848113852199,0.8744928632261553,Topic_5
0.034123675821483734,0.03430551715592778,0.03360528407161096,0.033806114000066306,0.8641594089509111,Topic_5
0.9065817886786849,0.022887831037032905,0.021016853251898778,0.02591176207595535,0.02360176495642805,Topic_1
0.045742577290819326,0.046689646233989426,0.045643053175754233,0.04568124121917811,0.816243482080259,Topic_5
0.034363742721508106,0.03532077557847951,0.034568189222389044,0.03519496769120807,0.8605523247864153,Topic_5
0.05275857236674047,0.05147657121257617,0.04579871121452721,0.07154571342210939,0.7784204317840469,Topic_5
0.05155105003664945,0.7927988270910317,0.050912635419325177,0.05100783768771879,0.053729649765274924,Topic_2
0.05155105003664945,0.7927988270910317,0.050912635419325177,0.05100783768771879,0.053729649765274924,Topic_2
0.1310211455960399,0.02908057416235388,0.02752169584033489,0.03294748100274301,0.7794291033985283,Topic_5
0.04802136110981443,0.04828976598918654,0.04776042394171816,0.0478374084647427,0.8080910404945382,Topic_5
0.05308345037135611,0.052755470515147944,0.05190293583784298,0.05408592678821261,0.7881722164874404,Topic_5
0.05308345037135611,0.052755470515147944,0.05190293583784298,0.05408592678821261,0.7881722164874404,Topic_5
0.055886341592770394,0.05545283820667871,0.05439018183772952,0.05720177077606875,0.7770688675867526,Topic_5
0.055886341592770394,0.05545283820667871,0.05439018183772952,0.05720177077606875,0.7770688675867526,Topic_5
0.03872648394348598,0.025886588942344524,0.024259874145285767,0.03212599194444229,0.8790010610244414,Topic_5
0.027475487643267855,0.02608613187790939,0.02558467619554659,0.0259762966674263,0.8948774076158499,Topic_5
0.059288363767299776,0.05933358348166571,0.059061792172731574,0.05903613838854771,0.7632801221897553,Topic_5
0.026454373476408024,0.02569747828394237,0.025261028163702355,0.026220219343140366,0.8963669007328068,Topic_5
0.09426412337634757,0.03179358712632871,0.030439981278231016,0.03105019428139537,0.8124521139376973,Topic_5
0.045227141064527805,0.045281350517493275,0.04503556209215901,0.04550129108213306,0.8189546552436868,Topic_5
0.045227141064527805,0.045281350517493275,0.04503556209215901,0.04550129108213306,0.8189546552436868,Topic_5
0.045227141064527805,0.045281350517493275,0.04503556209215901,0.04550129108213306,0.8189546552436868,Topic_5
0.05712483204486392,0.05655068213082476,0.05633677252845105,0.05659286272505744,0.7733948505708028,Topic_5
0.0545977310683604,0.051202500822053555,0.050929755644569745,0.051549837280037425,0.791720175184979,Topic_5
0.045227141064527805,0.045281350517493275,0.04503556209215901,0.04550129108213306,0.8189546552436868,Topic_5
0.045227141064527805,0.045281350517493275,0.04503556209215901,0.04550129108213306,0.8189546552436868,Topic_5
0.045227141064527805,0.045281350517493275,0.04503556209215901,0.04550129108213306,0.8189546552436868,Topic_5
0.045227141064527805,0.045281350517493275,0.04503556209215901,0.04550129108213306,0.8189546552436868,Topic_5
0.05458298394568382,0.05375709222695748,0.053299128147175516,0.053266882646749336,0.7850939130334338,Topic_5
0.039106690084233044,0.036396750887640265,0.03624284182869317,0.036314908602641506,0.851938808596792,Topic_5
0.03840961512063177,0.20705414634966035,0.03785553873714142,0.038290197099426805,0.6783905026931396,Topic_5
0.04043524665575908,0.03981381586784103,0.03718735174554736,0.04544753296069416,0.8371160527701582,Topic_5
0.03256560612522944,0.03248054413233593,0.032110437057529556,0.032515804160158486,0.8703276085247466,Topic_5
0.41494990533882,0.024060112275906934,0.023248314439974695,0.023716807143013406,0.5140248608022848,Topic_5
0.4221409899834479,0.028306417658791914,0.027879454411550767,0.028521723154980153,0.4931514147912292,Topic_5
0.04534996264440686,0.045533598640102785,0.04496174065468923,0.044948712261636166,0.8192059857991649,Topic_5
0.031166132257144562,0.074402044750212,0.030366137049938312,0.0304367387914162,0.8336289471512889,Topic_5
0.43097287471192014,0.022274342462197096,0.02143456111956393,0.024914259839421145,0.5004039618668976,Topic_5
0.027468041147001007,0.02714365146690119,0.02689888364294717,0.0271423553572404,0.8913470683859103,Topic_5
0.031166132257144562,0.074402044750212,0.030366137049938312,0.0304367387914162,0.8336289471512889,Topic_5
0.031166132257144562,0.074402044750212,0.030366137049938312,0.0304367387914162,0.8336289471512889,Topic_5
0.027468041147001007,0.02714365146690119,0.02689888364294717,0.0271423553572404,0.8913470683859103,Topic_5
0.03705952242493872,0.021471212302711415,0.02104019764454438,0.021335453633374236,0.8990936139944313,Topic_5
0.037290537789675185,0.021338802749801374,0.020912776660634905,0.02120967061207152,0.899248212187817,Topic_5
0.027468041147001007,0.02714365146690119,0.02689888364294717,0.0271423553572404,0.8913470683859103,Topic_5
0.03021722869736955,0.030018739881579857,0.029772296240613557,0.030375435792613422,0.8796162993878236,Topic_5
0.027468041147001007,0.02714365146690119,0.02689888364294717,0.0271423553572404,0.8913470683859103,Topic_5
0.0716536508167982,0.7110286532476686,0.07100125985893717,0.07205883419082823,0.07425760188576788,Topic_2
0.027468041147001007,0.02714365146690119,0.02689888364294717,0.0271423553572404,0.8913470683859103,Topic_5
0.027468041147001007,0.02714365146690119,0.02689888364294717,0.0271423553572404,0.8913470683859103,Topic_5
0.35011389865180226,0.043308871987868265,0.04300447523022758,0.04331470039483476,0.5202580537352671,Topic_5
0.10439482281238444,0.04206109230711091,0.04156155246171468,0.04164229755272313,0.7703402348660668,Topic_5
0.027468041147001007,0.02714365146690119,0.02689888364294717,0.0271423553572404,0.8913470683859103,Topic_5
0.027468041147001007,0.02714365146690119,0.02689888364294717,0.0271423553572404,0.8913470683859103,Topic_5
0.031244329894169354,0.031509881676788094,0.030397655547961252,0.030666238620883392,0.8761818942601979,Topic_5
0.045227141064527805,0.045281350517493275,0.04503556209215901,0.04550129108213306,0.8189546552436868,Topic_5
0.045227141064527805,0.045281350517493275,0.04503556209215901,0.04550129108213306,0.8189546552436868,Topic_5
0.045227141064527805,0.045281350517493275,0.04503556209215901,0.04550129108213306,0.8189546552436868,Topic_5
0.04297455847032695,0.04319044399272977,0.04278834042675164,0.0442375090477511,0.8268091480624405,Topic_5
0.04501584269333124,0.04486275516024267,0.04369535995640376,0.05111097301331615,0.8153150691767062,Topic_5
0.039102581222618386,0.03886433507090335,0.03855741680494003,0.03869095628140149,0.8447847106201367,Topic_5
0.025902521750957717,0.025958774199469573,0.025737003280266086,0.026125736151381484,0.8962759646179251,Topic_5
0.12527226892866514,0.028141810424213053,0.024055238562844587,0.026516991373761695,0.7960136907105154,Topic_5
0.037914625352232424,0.03789293184891499,0.037378087668054616,0.037883343897489444,0.8489310112333086,Topic_5
0.39559318523142006,0.024259812288588027,0.026443748537281132,0.025971485766910666,0.5277317681758001,Topic_5
0.2328579523435687,0.023496347085887073,0.023070126421668797,0.02337701645410929,0.6971985576947662,Topic_5
0.04526123260497898,0.031815546085426874,0.03151477280038021,0.03176608660118335,0.8596423619080306,Topic_5
0.07612715768390775,0.035845672065127974,0.03549897414501924,0.03558207543449535,0.8169461206714497,Topic_5
0.04089826148485417,0.04044074160900966,0.0401935620858896,0.040360012488104315,0.8381074223321422,Topic_5
0.338374385246895,0.14417969559017707,0.018126408535081493,0.018665858400656297,0.48065365222719014,Topic_5
0.03708538647821494,0.03404571559456567,0.03344779137897042,0.035006664010185165,0.8604144425380638,Topic_5
0.02271084515192861,0.022881257815983637,0.022255547916493628,0.02298394770971111,0.9091684014058831,Topic_5
0.045227141064527805,0.045281350517493275,0.04503556209215901,0.04550129108213306,0.8189546552436868,Topic_5
0.5159884549841203,0.0225811530083715,0.02162876651191649,0.02186282882639949,0.4179387966691922,Topic_1
0.04711388707735068,0.046943116866086564,0.04675727103334436,0.04694355074128145,0.812242174281937,Topic_5
0.047007570481207184,0.04683816926181479,0.04665452523463597,0.04683858474789772,0.8126611502744443,Topic_5
0.04860991801229949,0.048421156336790595,0.04821686572365128,0.048421582420123635,0.806330477507135,Topic_5
0.045227141064527805,0.045281350517493275,0.04503556209215901,0.04550129108213306,0.8189546552436868,Topic_5
0.05295573164474991,0.05796292455530578,0.052967124572518384,0.05294652985011828,0.7831676893773076,Topic_5
0.03606399865410369,0.03648048500521332,0.03521429453377463,0.035550387941843835,0.8566908338650646,Topic_5
0.028078444229421042,0.026318497576423468,0.025613863021036444,0.02610609691309182,0.8938830982600272,Topic_5
0.036948137513507444,0.036334314529480626,0.036122561549735845,0.03631471017423731,0.8542802762330388,Topic_5
0.03283979564965808,0.0330292351238379,0.03259912854187374,0.03306109654998203,0.8684707441346483,Topic_5
0.02269873367954346,0.022965054167529683,0.022402647385130977,0.02322261055033024,0.9087109542174656,Topic_5
0.027468041147001007,0.02714365146690119,0.02689888364294717,0.0271423553572404,0.8913470683859103,Topic_5
0.047433738006402666,0.04699969168848731,0.04638196716014574,0.046426906632230626,0.8127576965127336,Topic_5
0.027468041147001007,0.02714365146690119,0.02689888364294717,0.0271423553572404,0.8913470683859103,Topic_5
0.027468041147001007,0.02714365146690119,0.02689888364294717,0.0271423553572404,0.8913470683859103,Topic_5
0.0398475769184927,0.03928905847306636,0.038817307581758914,0.038996532504028805,0.8430495245226534,Topic_5
0.030339653850804716,0.030308369696445306,0.02997399591105166,0.03006936777599972,0.8793086127656986,Topic_5
0.05477468577387676,0.056511664808951,0.053877899636337705,0.05936330689829554,0.775472442882539,Topic_5
0.04735928596017187,0.045794115812891854,0.045050549880908466,0.045361258390581735,0.816434789955446,Topic_5
0.03283411014937849,0.03248922148817862,0.032337487409429794,0.03238949088238769,0.8699496900706254,Topic_5
0.6487036515802399,0.2527287390851999,0.03154492934849485,0.034202842653247176,0.03281983733281813,Topic_1
0.026454373476408024,0.02569747828394237,0.025261028163702355,0.026220219343140366,0.8963669007328068,Topic_5
0.02202135818986674,0.02378233963612442,0.02185951353949562,0.023947838312080895,0.9083889503224324,Topic_5
0.045227141064527805,0.045281350517493275,0.04503556209215901,0.04550129108213306,0.8189546552436868,Topic_5
0.045227141064527805,0.045281350517493275,0.04503556209215901,0.04550129108213306,0.8189546552436868,Topic_5
0.03809375994903953,0.03886838995943602,0.037814792390245426,0.037907393938633765,0.8473156637626453,Topic_5
0.045227141064527805,0.045281350517493275,0.04503556209215901,0.04550129108213306,0.8189546552436868,Topic_5
0.045227141064527805,0.045281350517493275,0.04503556209215901,0.04550129108213306,0.8189546552436868,Topic_5
0.045227141064527805,0.045281350517493275,0.04503556209215901,0.04550129108213306,0.8189546552436868,Topic_5
0.045227141064527805,0.045281350517493275,0.04503556209215901,0.04550129108213306,0.8189546552436868,Topic_5
0.045227141064527805,0.045281350517493275,0.04503556209215901,0.04550129108213306,0.8189546552436868,Topic_5
0.045227141064527805,0.045281350517493275,0.04503556209215901,0.04550129108213306,0.8189546552436868,Topic_5
0.02165609915885528,0.021712237110650616,0.02110514613341871,0.02146064504263489,0.9140658725544404,Topic_5
0.021879518687479074,0.021885084633711572,0.021299778906571757,0.021637165503794888,0.9132984522684428,Topic_5
0.02691440479698885,0.027821973532554042,0.0267075729194395,0.029010562990053654,0.8895454857609639,Topic_5
0.026838696084753796,0.027746980700280057,0.026550699767474078,0.029058345339462718,0.8898052781080293,Topic_5
0.051653266738842234,0.051772098192700934,0.05156356913972229,0.05162900544515389,0.7933820604835807,Topic_5
0.0365312062691456,0.03691412792203275,0.036363262678340155,0.036404349201126576,0.8537870539293549,Topic_5
0.027468041147001007,0.02714365146690119,0.02689888364294717,0.0271423553572404,0.8913470683859103,Topic_5
0.6790531396711375,0.048623149749609636,0.047315944526822334,0.04769630766136187,0.17731145839106877,Topic_1
0.3373903996663301,0.024458083517127922,0.02215916975645692,0.02370252444477761,0.5922898226153073,Topic_5
0.027468041147001007,0.02714365146690119,0.02689888364294717,0.0271423553572404,0.8913470683859103,Topic_5
0.027468041147001007,0.02714365146690119,0.02689888364294717,0.0271423553572404,0.8913470683859103,Topic_5
0.04297455847032695,0.04319044399272977,0.04278834042675164,0.0442375090477511,0.8268091480624405,Topic_5
0.04297455847032695,0.04319044399272977,0.04278834042675164,0.0442375090477511,0.8268091480624405,Topic_5
0.04891292575651118,0.04877501101483907,0.04877052850833261,0.04874903938929104,0.8047924953310259,Topic_5
0.02212876927123034,0.022889135039308225,0.021599797662387687,0.023820455798278725,0.909561842228795,Topic_5
0.036498932308830175,0.03656568672499148,0.03650840622202496,0.03645722411317033,0.8539697506309831,Topic_5
0.4106101702983954,0.02343264418673826,0.022979191485067933,0.02328220560100023,0.5196957884287983,Topic_5
0.405679710111668,0.023434316336085746,0.022963090484149164,0.02326653031589793,0.5246563527521992,Topic_5
0.42159948494908145,0.02277435620298194,0.022458683129652265,0.022727925894779018,0.5104395498235054,Topic_5
0.04027153088740099,0.04006398919355527,0.0395587678413702,0.04000056321549979,0.8401051488621737,Topic_5
0.030601915194199497,0.030677116994642217,0.029947213319623644,0.03038976485542946,0.8783839896361052,Topic_5
0.045227141064527805,0.045281350517493275,0.04503556209215901,0.04550129108213306,0.8189546552436868,Topic_5
0.045227141064527805,0.045281350517493275,0.04503556209215901,0.04550129108213306,0.8189546552436868,Topic_5
0.045227141064527805,0.045281350517493275,0.04503556209215901,0.04550129108213306,0.8189546552436868,Topic_5
0.045227141064527805,0.045281350517493275,0.04503556209215901,0.04550129108213306,0.8189546552436868,Topic_5
0.04826864956893095,0.11815460635969534,0.04631641954851735,0.046354812183758,0.7409055123390983,Topic_5
0.04826864956893095,0.11815460635969534,0.04631641954851735,0.046354812183758,0.7409055123390983,Topic_5
0.04826864956893095,0.11815460635969534,0.04631641954851735,0.046354812183758,0.7409055123390983,Topic_5
0.045766132362165465,0.04532552671561743,0.04492322595733873,0.04597517822787943,0.818009936736999,Topic_5
0.035149269394507666,0.034998445080040116,0.03459063650105849,0.03493627955121087,0.8603253694731827,Topic_5
0.030474675742669557,0.022007906530110987,0.021344820827734635,0.02418096560516865,0.9019916312943161,Topic_5
0.15133416938063698,0.029058179442432493,0.026017862152301185,0.030201873416053713,0.7633879156085756,Topic_5
0.027468041147001007,0.02714365146690119,0.02689888364294717,0.0271423553572404,0.8913470683859103,Topic_5
0.9089749494659478,0.022496692276536456,0.02136357330919267,0.024386597774803596,0.02277818717351944,Topic_1
0.0422007442029865,0.04274489278702281,0.04184290864567078,0.04214512450468283,0.8310663298596371,Topic_5
0.040939506569356375,0.04073192571016508,0.03963339892150482,0.03982889894188147,0.8388662698570923,Topic_5
0.03287824807703265,0.0330677687829657,0.032637155259038195,0.03309931354016933,0.8683175143407942,Topic_5
0.040365866250413565,0.04065345097623695,0.040001683224293365,0.041736866390275316,0.8372421331587807,Topic_5
0.026454373476408024,0.02569747828394237,0.025261028163702355,0.026220219343140366,0.8963669007328068,Topic_5
0.027468041147001007,0.02714365146690119,0.02689888364294717,0.0271423553572404,0.8913470683859103,Topic_5
0.037104891379576864,0.037408810960482215,0.03550202515239326,0.03921508004015155,0.8507691924673961,Topic_5
0.03352738686682027,0.033504602809997674,0.033084925885272766,0.03402775879496772,0.8658553256429417,Topic_5
0.026454373476408024,0.02569747828394237,0.025261028163702355,0.026220219343140366,0.8963669007328068,Topic_5
0.039715895822791884,0.040112248224775,0.039515672237919186,0.03975964488459534,0.8408965388299185,Topic_5
0.05527636747704162,0.052892017617173936,0.05287260748243269,0.05284915891137021,0.7861098485119816,Topic_5
0.025060912247275507,0.018724337173953626,0.01816399689007197,0.02038427752850434,0.9176664761601945,Topic_5
0.027468041147001007,0.02714365146690119,0.02689888364294717,0.0271423553572404,0.8913470683859103,Topic_5
0.03393000166987408,0.033708266817957036,0.032969794428202796,0.033357251043128394,0.8660346860408377,Topic_5
0.049217077120096125,0.03124447273886328,0.030703694193664702,0.031110485006217145,0.8577242709411587,Topic_5
0.03460109909582601,0.03421865384158399,0.03375717609288259,0.03387125722175796,0.8635518137479494,Topic_5
0.027468041147001007,0.02714365146690119,0.02689888364294717,0.0271423553572404,0.8913470683859103,Topic_5
0.317382979587558,0.054950166200435,0.05404356820683856,0.05491031693638921,0.5187129690687792,Topic_5
0.03389149673321108,0.03345760770090912,0.032037404702744514,0.03836359666124767,0.8622498942018876,Topic_5
0.030242814615798707,0.0300953528804299,0.029910656104585983,0.030026313260112843,0.8797248631390725,Topic_5
0.033998166461439494,0.09990648315568146,0.03257502512990737,0.032945826320662445,0.8005744989323093,Topic_5
0.7665780277666326,0.05561566498367907,0.05556689226841967,0.05553335231329072,0.06670606266797795,Topic_1
0.033829449586767014,0.03358627811771831,0.03351670097690306,0.033618580246078555,0.865448991072533,Topic_5
0.027468041147001007,0.02714365146690119,0.02689888364294717,0.0271423553572404,0.8913470683859103,Topic_5
0.03904705618885601,0.039222738725456,0.037015575796709596,0.040547519241467406,0.844167110047511,Topic_5
0.047753092276028024,0.04781605678180891,0.04743729543003298,0.04755984510923555,0.8094337104028946,Topic_5
0.10342908070719001,0.025124185756117565,0.023030608493328726,0.02784714039108515,0.8205689846522787,Topic_5
0.025488127778924674,0.02158063986303837,0.021271565142100463,0.021686828583778687,0.9099728386321577,Topic_5
0.025380240540819176,0.021493013049914307,0.021186952556798453,0.02159849235646213,0.9103413014960059,Topic_5
0.025488127778924674,0.02158063986303837,0.021271565142100463,0.021686828583778687,0.9099728386321577,Topic_5
0.027468041147001007,0.02714365146690119,0.02689888364294717,0.0271423553572404,0.8913470683859103,Topic_5
0.038088878124094824,0.03803930232309443,0.03647577785014727,0.043801114805276924,0.8435949268973866,Topic_5
0.04806057196321337,0.047752510497152505,0.046361533711341364,0.05309575744034875,0.804729626387944,Topic_5
0.027468041147001007,0.02714365146690119,0.02689888364294717,0.0271423553572404,0.8913470683859103,Topic_5
0.027468041147001007,0.02714365146690119,0.02689888364294717,0.0271423553572404,0.8913470683859103,Topic_5
0.1178945582220974,0.03665566352393098,0.03627023958083149,0.03628286394790782,0.7728966747252323,Topic_5
0.026454373476408024,0.02569747828394237,0.025261028163702355,0.026220219343140366,0.8963669007328068,Topic_5
0.03558240021083676,0.06944675117797443,0.034206588719602256,0.03419242591227929,0.8265718339793073,Topic_5
0.049600078737040226,0.050002848022989044,0.049552074507749344,0.049609198403803116,0.8012358003284183,Topic_5
0.04086462021217646,0.04113228865978339,0.040571897123674934,0.041202634565158436,0.8362285594392068,Topic_5
0.5547293271245012,0.06107654560897353,0.06041733152645498,0.061199778941950195,0.2625770167981202,Topic_1
0.027468041147001007,0.02714365146690119,0.02689888364294717,0.0271423553572404,0.8913470683859103,Topic_5
0.034670433720360674,0.032059887287673706,0.03045088167334863,0.034126794901364686,0.8686920024172523,Topic_5
0.044066033854660305,0.022146946217125853,0.02162251750961728,0.02352605255177098,0.8886384498668256,Topic_5
0.02690092920686955,0.036218872775857516,0.026597991673480807,0.026842606623481136,0.883439599720311,Topic_5
0.025674328998476693,0.02525498850132734,0.024787894903499755,0.025049771213226057,0.8992330163834702,Topic_5
0.027468041147001007,0.02714365146690119,0.02689888364294717,0.0271423553572404,0.8913470683859103,Topic_5
0.39197098811102693,0.027369470869036187,0.025919892797088062,0.028290246081187503,0.5264494021416614,Topic_5
0.20144120133052085,0.03624109885756022,0.034109775722697154,0.04205228922835332,0.6861556348608685,Topic_5
0.04264722177333492,0.041574142848658256,0.03877638026070542,0.04789433300634275,0.8291079221109586,Topic_5
0.05996432715571998,0.05961736633127639,0.059033746781295963,0.0589423169057239,0.7624422428259837,Topic_5
0.047101735059642574,0.04715636068034004,0.046670255929710594,0.04719490526024132,0.8118767430700655,Topic_5
0.03453936381911254,0.03457039949605309,0.03448027144521067,0.034554798300685086,0.8618551669389387,Topic_5
0.045227141064527805,0.045281350517493275,0.04503556209215901,0.04550129108213306,0.8189546552436868,Topic_5
0.6865914658476561,0.2386775788338761,0.02432462802417905,0.02475450491992236,0.025651822374366463,Topic_1
0.045227141064527805,0.045281350517493275,0.04503556209215901,0.04550129108213306,0.8189546552436868,Topic_5
0.05477468577387676,0.056511664808951,0.053877899636337705,0.05936330689829554,0.775472442882539,Topic_5
0.05477468577387676,0.056511664808951,0.053877899636337705,0.05936330689829554,0.775472442882539,Topic_5
0.030488967451397907,0.03063805545089132,0.030312054342227987,0.03065079019140661,0.8779101325640761,Topic_5
0.027468041147001007,0.02714365146690119,0.02689888364294717,0.0271423553572404,0.8913470683859103,Topic_5
0.07433736852463187,0.07111714188158251,0.06732922834564146,0.06737021214972887,0.7198460490984153,Topic_5
0.037391470456225685,0.037607129248393954,0.03563840503173142,0.03878457412187931,0.8505784211417695,Topic_5
0.03729453429274822,0.03728681092270328,0.03688491727251346,0.0369594533980146,0.8515742841140205,Topic_5
0.016099248340889362,0.0161769543410907,0.016012464009174703,0.01626168256489432,0.9354496507439509,Topic_5
0.027328305656630653,0.026792281335501017,0.025578803709195234,0.026887783870185793,0.8934128254284873,Topic_5
0.038001754483345036,0.038139814248596464,0.035290144763969036,0.04114957783843564,0.8474187086656539,Topic_5
0.022958524080864306,0.022970063708847296,0.02275327280721986,0.02292969611636342,0.9083884432867052,Topic_5
0.8102482312486128,0.047835283625065034,0.04696364155412977,0.04720185257501337,0.04775099099717888,Topic_1
0.2981861472240132,0.02487529313899493,0.0242514478053871,0.024863086741987738,0.627824025089617,Topic_5
0.026454373476408024,0.02569747828394237,0.025261028163702355,0.026220219343140366,0.8963669007328068,Topic_5
0.026454373476408024,0.02569747828394237,0.025261028163702355,0.026220219343140366,0.8963669007328068,Topic_5
0.021447730327696878,0.021458903053358052,0.02091073779489902,0.021108491360517803,0.9150741374635282,Topic_5
0.04521415183629623,0.05007514645367538,0.04520356532962135,0.06110625350148247,0.7984008828789246,Topic_5
0.0366294473864101,0.036451692381696287,0.036049840953502686,0.036247100661103454,0.8546219186172875,Topic_5
0.06796146923676354,0.06535344352582435,0.06523383927446466,0.06544045114360524,0.7360107968193421,Topic_5
0.19953164682374375,0.04147942799844303,0.03824778748449133,0.03914046374550938,0.6816006739478125,Topic_5
0.26315117038416436,0.04940914912752324,0.04781205958730489,0.05208127310002959,0.587546347800978,Topic_5
0.045227141064527805,0.045281350517493275,0.04503556209215901,0.04550129108213306,0.8189546552436868,Topic_5
0.045227141064527805,0.045281350517493275,0.04503556209215901,0.04550129108213306,0.8189546552436868,Topic_5
0.031119430935823297,0.0313367118984925,0.031068574563918892,0.03123496630505461,0.8752403162967107,Topic_5
0.7878326395248577,0.05648379319162486,0.04943323577164923,0.05216453316047067,0.054085798351397506,Topic_1
0.027468041147001007,0.02714365146690119,0.02689888364294717,0.0271423553572404,0.8913470683859103,Topic_5
0.027468041147001007,0.02714365146690119,0.02689888364294717,0.0271423553572404,0.8913470683859103,Topic_5
0.052369771058388484,0.052086807870063215,0.049985499202209176,0.05005495666707844,0.7955029652022607,Topic_5
