actual_label,predicted_label,anomaly_score
0,0,0.07392401837022189
0,0,0.0339363187631207
0,0,0.0839767089363071
1,0,0.010678285125413023
1,0,0.07423771581451782
0,1,-0.21244943781101416
0,0,0.040641733864080654
0,0,0.09894439574272507
0,0,0.06955871904317973
0,0,0.0981105043021111
0,0,0.020954665024920438
0,0,0.04618454204787115
1,1,-0.029266695822793676
1,0,0.014510995425067785
0,0,0.04813964572864288
0,0,0.09926069116908798
0,0,0.021429195944619395
1,1,-0.022688195853157345
0,0,0.028998782629564568
0,0,0.04154439570923807
0,0,0.08527539819627533
0,0,0.053468293709435843
0,0,0.09801052392234227
1,0,0.04366390752010524
0,0,0.05208075239392079
1,0,0.0371273070121213
0,1,-0.005522856005542587
0,0,0.06521696377118652
0,1,-0.02810146755552695
0,1,-0.08458761614342797
0,1,-0.015754945034754442
0,0,0.08618877575700068
0,0,0.08633663463624847
0,0,0.09725304763485992
1,0,0.10383883804862248
0,0,0.06700402471741673
0,1,-0.08068070872539274
0,0,0.08892551728942927
1,1,-0.03732822117046969
0,1,-0.09778919882132059
0,0,0.020068293996655384
1,0,0.0269028355456149
0,0,0.09587930858436916
0,0,0.07592859081214853
0,1,-0.021728955526380156
0,1,-0.032298878273614495
0,1,-0.09941791645697035
0,0,0.05914193472513496
0,0,0.02756204834561171
1,1,-0.0461834145494599
1,1,-0.004375053171259802
0,0,0.1028964501113045
0,1,-0.058713655832576095
1,1,-0.15615988370400508
0,0,0.06796928057954232
0,1,-0.01080848793827971
0,0,0.050528881073271636
0,1,-0.022390798608579676
0,1,-0.04370628780175739
0,0,0.01519471482842727
0,1,-0.10387934142393412
1,0,0.02598357425765807
0,1,-0.06000912918927398
0,0,0.06153458289645414
0,0,0.10050638316494964
1,0,0.037601689512384406
0,0,0.03660937698722755
1,0,0.09691592484006067
0,0,0.04619346055383866
1,1,-0.09738693869238518
0,0,0.06539190044292215
0,0,0.024882124796119287
0,0,0.08850349251048578
1,1,-0.017544290057292133
0,1,-0.07162804406986328
0,1,-0.07690609395153697
0,0,0.04335179823733226
0,0,0.026552221124900577
0,0,0.050055606274492515
0,0,0.02748386428579297
1,1,-0.13932816960222633
0,1,-0.022984924358713188
0,0,0.08596322268609452
0,0,0.10760922615823709
0,1,-0.08636966382492767
0,0,0.06971977130121254
0,0,0.03568691855146805
0,0,0.060574759657629984
0,0,0.1010196764535311
0,0,0.026043687831344586
0,0,0.06560007918751659
0,0,0.10038017877152233
0,1,-0.011580081540928933
0,0,0.10931259192807746
1,1,-0.11744000462317467
0,1,-0.00616809412426883
1,1,-0.10561480544731189
0,0,0.09007807559889552
0,0,0.07329627481278339
1,0,0.03583732210748086
0,0,0.0690653910085714
1,0,0.04321985159418562
1,1,-0.03912913963648884
0,0,0.011874829278712695
0,0,0.10506693990663851
0,0,0.008624579527706344
1,1,-0.06070178394546605
0,1,-0.13176578446354476
0,0,0.0726742273997607
1,0,0.04785939220680957
0,1,-0.09048855439139575
0,0,0.02890806479048663
0,0,0.08501651548834399
1,0,0.035016634265064184
0,0,0.041984696989663284
0,0,0.013102871701668517
0,1,-0.16590916682797135
0,0,0.09911836905102678
0,0,0.09583017842531183
0,1,-0.12378266980211144
1,0,0.022246324712661025
0,0,0.01578823441433419
0,0,0.0623989072104969
1,1,-0.052068631479716576
0,0,0.04041206394694952
1,0,0.08365744009922266
0,0,0.046467642812433985
0,0,0.05090184847279272
0,1,-0.005647273747441062
1,1,-0.0719028535053699
1,0,0.05055688568012723
0,0,0.0029185592996394116
0,0,0.08987318072871392
0,1,-0.008213962534385832
0,0,0.04813033390954796
1,1,-0.019224505781339996
1,0,0.07009617431198095
0,1,-0.06806615989956083
0,0,0.08544268899829882
0,0,0.05156714339340218
0,0,0.03874646516585817
0,0,0.0503746895226822
0,1,-0.016167263623835193
0,1,-0.022758081233567096
0,0,0.051074034030658966
0,0,0.0465180661923173
1,0,0.01567288990271054
0,0,0.07665827565360411
1,0,0.03884444774499607
0,0,0.03509385604714116
0,0,0.08660166000486869
0,0,0.03136610786892047
1,0,0.09325218125884799
0,1,-0.09871044940556156
1,0,0.028355580395692304
1,1,-0.09565942377430797
0,1,-0.004754752583203958
0,1,-0.010963570068617423
0,0,0.10042038094922634
0,1,-0.029651793195514975
0,0,0.07458054436708272
1,0,0.0017312728491482576
0,0,0.09918554350844938
0,0,0.07697641249736098
0,0,0.058836920006965554
0,0,6.29916725136126e-05
0,1,-0.030877986571786586
1,0,0.04795131108069561
0,0,0.10548322862333892
0,0,0.04522693217488655
0,0,0.1015488964103275
0,1,-0.14184465018174947
0,1,-0.10979438722450613
1,0,0.07565409159724434
0,0,0.024681770651920953
0,1,-0.09545472625066748
0,0,0.022201790837470092
0,0,0.10329679965444333
0,0,0.04482025257800615
1,0,0.035714983593773286
0,0,0.04195129210004711
0,1,-0.11832289150208425
0,0,0.023107563913774554
1,1,-0.013668927283287113
0,0,0.07809294993650412
0,0,0.08241396660107336
0,0,0.04539529122162883
0,0,0.012755099139087123
0,0,0.06793304623499846
0,0,0.08191237385934313
0,0,0.016803135858318385
0,1,-0.004064865767100967
0,0,0.07535066061690399
0,0,0.03228995613244229
0,1,-0.05291631429327753
0,1,-0.0029301772357230305
0,1,-0.005033169168992602
0,0,0.07809503722562067
0,1,-0.10305290468118905
1,1,-0.040294837287478014
1,1,-0.026320816326892704
1,1,-0.04941582867760069
0,0,0.11246969689831365
1,1,-0.04838531471554003
0,0,0.06132747130567423
0,1,-0.005192496936166746
1,0,0.026338328792859134
0,0,0.03489753104813709
0,1,-0.003980044785639236
0,1,-0.0021734406642142656
1,1,-0.10419413367259095
0,0,0.056398459242380794
0,1,-0.04543381718964851
0,0,0.08225333437245042
0,0,0.040025114990488386
0,0,0.09874180778240099
0,0,0.04329064850364389
0,1,-0.059666608222566364
0,0,0.04032538422688303
0,1,-0.08202133305804821
1,1,-0.022286390561892355
0,0,0.040021579668579
1,0,0.024885550290642544
0,1,-0.05579584377087149
0,1,-0.11934272148830433
0,1,-0.09855836862754369
0,0,0.051595091912685354
0,0,0.007999983077469464
1,0,0.009870888338077866
0,0,0.01692189694421453
0,0,0.06421115630843927
1,0,0.049498076583953776
0,0,0.07210322897446714
0,1,-0.08389669638741998
1,0,0.09629499632357363
0,0,0.05482160930055302
0,1,-0.039033522823755995
1,1,-0.05976679996259632
0,0,0.022915279747375727
0,0,0.0064886028570127485
0,0,0.0448526879759944
1,1,-0.013007622597424662
0,0,0.07487250019004937
0,0,0.015445929785128876
0,0,0.09128083658595976
0,1,-0.005145810479159241
1,0,0.058987997632317934
0,1,-0.03335099868045838
0,1,-0.11814098991228389
0,0,0.03393779115383028
0,0,0.08578367644468743
0,0,0.06088245656130459
1,0,0.03622646253607609
0,0,0.07851791201275321
0,0,0.011045947063820005
0,0,0.054812096142026034
0,0,0.03819229552228648
0,0,0.10680849706679252
0,0,0.0830369280217832
1,1,-0.09375258920865975
0,0,0.051723702168137375
0,0,0.07782764731728742
0,0,0.0595930291954731
0,1,-0.0018585707805374163
0,0,0.009485910835196232
0,1,-0.004027785808229767
0,0,0.09226374199558923
0,0,0.030225059532084042
0,0,0.06719087250737676
0,0,0.049429381470912914
1,0,0.09578598786360376
0,0,0.053136327128381844
0,1,-0.053125623660787824
0,1,-0.006341841968087014
1,0,0.031871872254903955
0,0,0.08840774509290378
0,0,0.09411162974869225
0,0,0.0486271361276891
0,0,0.1069403422298662
1,1,-0.05295803375302871
0,0,0.05866687027227879
1,1,-0.021707482667957356
1,1,-0.09453194303803275
0,1,-0.09902740047040132
1,0,0.07836171452420693
0,1,-0.008487857564947188
1,1,-0.016041090810829772
0,0,0.04239168747932326
0,0,0.10206627913447791
0,0,0.09502611874581302
0,1,-0.05136585285774625
1,0,0.04355944893837277
0,0,0.08337228280359932
0,0,0.05753140911719201
0,1,-0.04623181081315525
1,0,0.019978829576569324
0,0,0.11217118425688133
1,0,0.09126313461703944
0,0,0.024697899704675508
0,0,0.03702920763118667
0,0,0.05589078716349155
0,0,0.07649713141586645
0,0,0.051075644621410676
0,1,-0.006364944528043981
1,1,-0.052698504071061525
0,0,0.07924884890541872
1,0,0.00527176741708979
0,1,-0.09286924501188337
0,0,0.0026440706287798044
1,0,0.04824379371966514
0,1,-0.015766951479471436
0,0,0.04345652975811343
0,0,0.09056262515491775
1,0,0.07802995175006489
0,0,0.011673159461418281
0,0,0.05271382166927152
1,1,-0.03243414668377226
1,1,-0.1088229903458881
0,0,0.015332436491536483
1,0,0.031812608922088925
0,0,0.10461485882471427
0,0,0.08802960410253802
1,0,0.05547234681556862
0,0,0.020705518055620098
0,0,0.09751940656044972
0,0,0.026190844617109743
1,0,0.09262293824272472
0,1,-0.06773847660747917
0,0,0.09816166373132562
0,0,0.0280374569791369
0,0,0.008079815843683558
1,0,0.007924222477148302
0,0,0.03171970246626549
0,0,0.020598255086927142
1,1,-0.03111734820724249
0,0,0.09273248271724199
0,0,0.051999169850760196
0,0,0.05768617904181661
0,0,0.09354701725617615
0,0,0.07859271180693406
1,1,-0.016408931689688877
0,0,0.03780835991313036
0,1,-0.12504682643846604
0,0,0.027656506911430734
0,0,0.029532015655135413
0,0,0.04879118667901461
0,0,0.021664983799145443
1,0,0.03820505453501344
0,0,0.07077319654061798
0,0,0.008824824351716887
1,0,0.08931245974783869
1,0,0.0014402553691891806
0,1,-0.04746030610024948
0,1,-0.0241214497734768
0,0,0.06918520024380137
1,1,-0.004977345442778225
0,0,0.045180891722057304
0,0,0.049232017490129065
1,0,0.022058936979577337
0,0,0.053500554813303236
0,1,-0.030872507380576397
0,0,0.04344030097263446
0,0,0.07221404248680119
0,1,-0.016392273941887858
1,0,0.010157602694882084
1,1,-0.07437469697944782
0,1,-0.04492966131752246
0,1,-0.029366757116158715
0,0,0.058969704282349655
1,0,0.038814844405612225
0,1,-0.023615659806571154
0,0,0.0845859224006219
0,0,0.05515521052472222
0,1,-0.06781969457862408
0,0,0.01273618393871534
0,0,0.0403720869241575
0,1,-0.06446159111246125
0,0,0.039248284262501376
0,0,0.07580928869396508
1,1,-0.014944655075553925
0,0,0.03678937927447806
0,0,0.06723442559500398
0,0,0.006161156667103818
0,0,0.05609688930808354
0,1,-0.0005975752296631387
0,0,0.022497135308392036
0,0,0.0948459148616736
0,0,0.020487374018434257
1,1,-0.12478682933028856
0,0,0.09191329921284591
0,0,0.08683306946041353
0,0,0.03464301805376169
0,0,0.06551864792440909
1,1,-0.1340043900510703
0,0,0.04933590513286645
0,0,0.06114910958152914
1,1,-0.06276585337775892
1,0,0.091289541251454
0,0,0.09845167389025877
0,0,0.04933631960541768
0,0,0.07267743462574666
0,0,0.028678668009224473
0,0,0.031080736978076673
1,0,0.053455731526632744
0,1,-0.01065188667529593
0,0,0.040326047048780955
0,0,0.09143150040334797
0,0,0.04364479715943881
1,0,0.02247851585579591
0,1,-0.028296505386338378
1,0,0.017729903850812856
0,0,0.09470829777220535
1,1,-0.07751509391378503
1,0,0.09241520896898286
0,1,-0.03883278994853717
0,0,0.03441304663515926
0,0,0.015907460205572987
0,0,0.022250154370177244
0,0,0.043773983541743444
0,0,0.008300380948704611
0,0,0.03997241913283567
0,1,-0.010871199341071447
0,0,0.06565731394163427
0,1,-0.063576159577523
0,1,-0.06527847449253882
0,1,-0.02122065774835008
1,0,0.0714217785150163
0,1,-0.014157267726245426
0,0,0.09302601289749673
1,1,-0.06593498671745429
0,0,0.012792916282902245
0,1,-0.05624304961445964
0,0,0.08881345859792028
0,0,0.06564171189562629
0,0,0.004843594894689274
0,0,0.010244394831862624
0,0,0.0992474436397004
0,0,0.06312213978834469
1,0,0.010621795602012152
0,0,0.08448065716323733
0,1,-0.02158644196558185
0,1,-0.011923455945304917
0,0,0.08658470240833144
0,0,0.0395385115763387
1,0,0.055119719203536144
0,0,0.05196699347786371
1,0,0.008443454226015557
0,0,0.061421138405841014
0,0,0.040896356615899854
0,0,0.06596892502392021
0,0,0.07104519974136642
0,0,0.0067693071593158405
1,0,0.022188229892262712
1,1,-0.016749197201553268
1,1,-0.04153890611416283
0,0,0.05321562431284954
1,1,-0.018571658316417883
0,0,0.04221585461795935
1,0,0.03574292639530563
1,1,-0.002535179662625009
1,0,0.04824911174903901
0,0,0.01569386138616602
0,1,-0.05577822826270845
1,0,0.06281575199583606
0,1,-0.05476969674129589
0,0,0.10504751603349788
0,0,0.09705546885365335
1,0,0.0885716741572451
0,0,0.03346396506482585
1,0,0.031130727734318187
0,0,0.037665522464731704
0,0,0.0066692896647926325
0,0,0.051269559121757846
0,0,0.021564589861615635
1,1,-0.03521788363813022
0,0,0.07223111158803641
0,1,-0.019846917640686856
0,0,0.02187184043236501
0,1,-0.04418478797581277
1,0,0.0782976961441777
0,1,-0.01103133441477
1,1,-0.016937321623977042
1,0,0.0765148866316061
1,1,-0.05137930404271601
0,1,-0.00529771373329041
0,1,-0.08916893917963603
0,0,0.08160099712594393
1,0,0.07819604749408954
0,0,0.07562138293896009
0,0,0.07952080128265654
0,0,0.055637107052698254
1,0,0.07624456425778742
0,1,-0.08102389558331385
0,0,0.10340204043242945
1,1,-0.004617252569557528
0,0,0.08735408271848888
0,0,0.09544601177004453
0,0,0.02701448035763815
0,0,0.01891539881145915
0,0,0.10106079402306867
0,1,-0.06913739858639051
1,1,-0.11062661271157709
1,0,0.02494304461025565
0,1,-0.010451210292830193
0,1,-0.017623109680204807
0,0,0.06733632283749386
0,1,-0.11373544188364965
1,1,-0.0615893885381667
0,1,-0.00587204184475193
0,0,0.059486755358142906
1,0,0.004196194322941937
1,1,-0.04938438958192898
0,0,0.06360639973093918
0,0,0.06073296932793815
0,0,0.03162158513630148
0,1,-0.026341180234232764
1,1,-0.060913704780355016
0,1,-0.03181775226614364
0,0,0.08513793002852343
0,0,0.08684779347850374
0,0,0.06733385211264364
0,1,-0.03427795061477884
0,0,0.07969626389702922
0,0,0.019508619790859882
0,0,0.0643931836412241
0,0,0.011058620860285584
0,1,-0.04264997563301992
0,0,0.10726721934636824
1,0,0.10751047776365674
1,1,-0.010509539182184391
1,0,0.024586580668476687
1,1,-0.11422070181923422
0,0,0.033342513809151264
1,0,0.05389615776646217
0,0,0.08830813730787712
1,0,0.05539392810604277
1,0,0.034876630959584376
1,1,-0.11892137776450512
0,1,-0.03869497720367049
0,0,0.015034531328222023
1,0,0.034460534058712744
0,0,0.05950393480392885
0,0,0.09128270404079658
0,1,-0.00468203995808214
0,0,0.07582682326490808
0,0,0.10331387107942835
0,0,0.005018200692135155
0,0,0.05729162154514289
1,0,0.05525363343375661
1,0,0.07722594697386698
0,0,0.07222614754815426
0,0,0.04709142067871369
1,1,-0.055404216997694655
0,0,0.06390052040893252
0,0,0.025600168589199
1,1,-0.00870521645526584
1,1,-0.10257878696405592
0,0,0.0863546190338827
0,0,0.022952669573437945
0,1,-0.08566459487772243
0,1,-0.01505491167930978
1,0,0.05408868994615412
0,0,0.08297714023680275
0,0,0.08640861269999112
1,0,0.0370197739355872
0,0,0.05038437586375555
1,0,0.027862945168140307
1,1,-0.03169542042495005
0,0,0.06210679563814597
0,0,0.025662165680008675
0,0,0.0010210780317754242
1,0,0.02324199113289116
0,0,0.07479832559212896
0,0,0.0900331624887113
0,0,0.0494000861372601
0,0,0.05491780850444372
0,0,0.0753164392030572
0,0,0.012440018539416342
1,1,-0.0022173425934777224
0,0,0.09648341995744997
0,0,0.02020429443281241
0,0,0.108207470550996
0,0,0.010761263603083271
0,0,0.044913558258624364
0,0,0.04816293963301149
0,1,-0.0669614187076632
0,0,0.0975969250743261
0,0,0.0546126769874935
0,0,0.04829129964226753
0,1,-0.038561560427376296
0,0,0.0788291517000394
0,0,0.02404082729152729
1,0,0.04244698229127358
0,0,0.014176303052184258
0,1,-0.07065863552340507
0,0,0.0631299748562053
0,0,0.05227526833657803
1,0,0.09590853679281142
0,0,0.061236206839413776
0,0,0.09140275350809579
1,0,0.029239291594442718
0,1,-0.04705641166777613
0,0,0.04894232741852045
0,0,0.08898551683413625
0,0,0.012228860928706342
0,0,0.06434120514681696
0,1,-0.005891349936735735
0,0,0.03383228844842867
0,0,0.04533511707367405
0,0,0.03053391615535439
0,1,-0.04942061934911973
0,1,-0.0204275133469351
1,0,0.07262870629102347
0,0,0.044001735701188927
0,1,-0.11414826222051239
0,0,0.036449294755157624
0,0,0.08367619643638824
1,1,-0.07756772181852961
0,0,0.03867998293905428
0,0,0.08668337083317512
0,0,0.027805817638700048
0,1,-0.08103883396153128
0,0,0.0016927134668656696
0,0,0.08061188151496074
0,0,0.015648290514745866
0,0,0.07030943658748345
0,0,0.0021028087428194286
0,0,0.07127656527714255
0,0,0.07493754415838672
0,0,0.020395436826935953
1,0,0.1057339585633591
0,1,-0.09981070198149017
0,1,-0.05097580036166188
1,1,-0.04747126450713318
1,1,-0.13235792123457119
0,0,0.06429326357939014
0,1,-0.006795976283095195
0,0,0.07107240048047792
0,0,0.08273472092341594
0,0,0.005895624806917021
0,0,0.03736887010759876
0,1,-0.004970702867285015
0,1,-0.0456697881101919
0,1,-0.06337175055370953
0,0,0.0641791122567722
1,0,0.08697716845790099
0,0,0.04574923747151616
0,0,0.0825756991259588
1,0,0.05668388423391013
0,1,-0.007452134808220934
0,1,-0.028217620224567808
0,0,0.030352266007324713
0,1,-0.04221089381676507
0,0,0.04309201460162332
1,1,-0.0030110862273872163
1,0,0.028944828181333926
0,0,0.06478425158672124
0,1,-0.07599227525132762
0,0,0.042885228639325146
1,1,-0.16404434014312247
0,0,0.09193173077911604
0,1,-0.028864630700317695
0,0,0.015181502991931217
0,1,-0.034365152731807125
1,1,-0.004273180525141196
0,0,0.009068557684044465
0,1,-0.005261154066646956
0,0,0.01086867755151183
0,0,0.08209795196325309
0,0,0.026452692233805253
0,0,0.05191996413364808
0,0,0.019949247539959414
0,0,0.10777604774851807
0,0,0.04033901349528962
0,1,-0.09694002168672594
0,1,-0.06038309219214327
0,0,0.07912003616034119
0,0,0.016564470101172513
0,0,0.10013477631488538
0,0,0.09457154392710498
1,0,0.01292865338634619
0,1,-0.10974247815699018
0,0,0.062072780620017864
1,0,0.015204549578000603
0,1,-0.08487413152233242
0,1,-0.07404927179958537
0,0,0.059801756451068944
0,1,-0.0006588521134872072
1,1,-0.03876248059487081
0,0,0.08673235569722537
0,0,0.02221841080750392
0,1,-0.03854699227906638
1,1,-0.02952236051838325
0,0,0.01092743722493178
0,0,0.022102194998803115
0,0,0.035041286816907324
0,0,0.00808309636282184
0,0,0.0437423266587601
0,0,0.05261261746244644
0,1,-0.07707881657100107
1,0,0.0012470702713943127
0,0,0.09912036019737791
0,0,0.0679202015282504
0,0,0.09237545822764781
0,0,0.03603899919195602
0,1,-0.08450163173399167
0,0,0.08487718961567231
0,0,0.06855475141920686
0,0,0.06627039509098764
0,0,0.02215633953356505
0,0,0.1115411631133949
0,0,0.08126684325838801
0,0,0.0874931312430069
1,1,-0.13648367644437126
0,0,0.10364402150393281
0,0,0.0654195035250415
0,1,-0.007828274871041985
0,0,0.09688971889373321
0,0,0.06207872287374666
1,1,-0.0027682171242858766
0,0,0.05981014857316974
1,0,0.021254480740327597
0,0,0.06364895766020678
0,0,0.055762655213529244
0,1,-0.00842653756835049
0,1,-0.09883040848935282
0,0,0.020878830080977517
1,0,0.053703256569038016
1,0,0.04015620798160463
1,1,-0.14741261436580472
1,1,-0.04965959806169279
0,0,0.013309610596633437
0,0,0.02313000411166355
0,0,0.09536428408382525
0,0,0.049347500002408395
0,0,0.05405582859392777
0,1,-0.07030457048806776
1,0,0.058716962244909576
1,0,0.05414433413965425
0,1,-0.022707892922746054
0,0,0.07917247565049096
0,1,-0.041944854133128484
1,0,0.06638419745517377
0,1,-0.14654136704823967
1,0,0.027153848700435856
1,0,0.0320946258582388
0,1,-0.04221357702955647
0,1,-0.01019983562200405
1,1,-0.13926770562504548
0,0,0.006856731536732996
0,1,-0.05262800912799531
0,1,-0.049765564632883896
0,0,0.027289665998622592
1,0,0.027199652106950467
0,0,0.03909991001988483
0,0,0.0791685595770279
0,0,0.025871205389639995
0,0,0.06016075492060313
0,0,0.027553652877363943
0,0,0.021216198384187257
0,1,-0.0033501691386211285
1,0,0.05621568350327638
0,0,0.08400349582113142
0,0,0.09094004100938424
0,0,0.04826562334690793
0,1,-0.06094266071513127
0,1,-0.046255918177585176
0,1,-0.09950135418111777
0,1,-0.0314903558130632
0,1,-0.12647224245986927
0,0,0.05013113337525649
0,0,0.10080721831550465
0,1,-0.007084569277824193
0,0,0.033453364643024786
0,1,-0.016371917197628816
0,0,0.07283777709640687
0,0,0.027909610675281304
1,1,-0.10986991508625127
1,1,-0.002704281184721158
0,0,0.09239525096722578
0,1,-0.015180749658380843
0,0,0.023807415145987387
1,0,0.04221246981411203
0,1,-0.07441522892414792
0,0,0.0599946628876169
0,0,0.046091594484612586
1,0,0.05150592032674606
1,0,0.07143930590827186
0,0,0.03238413673780216
1,0,0.023194930695028204
0,0,0.03278585252812993
0,0,0.02178133932509313
0,0,0.026333605035227303
0,0,0.09529130263180274
1,0,0.03032884989451118
1,0,0.060324254665661714
0,0,0.09455584917834886
0,0,0.08452203072776204
0,0,0.03056119060862328
0,1,-0.04895851282194846
1,0,0.0621862470425365
0,0,0.09557567450674465
0,0,0.0005506018411520208
0,0,0.01322961712214854
0,1,-0.014146149492149596
0,1,-0.004444397822152946
0,0,0.019315865230415008
0,0,0.0025810536294926245
0,0,0.06552626461152994
1,1,-0.08524919343339471
1,1,-0.019872303767963284
0,0,0.059014900182325414
0,1,-0.0488080216679207
0,0,0.08764561307740759
1,0,0.08473120184691285
1,1,-0.012409038560596886
0,0,0.033036180284411965
0,0,0.10183888663694979
0,0,0.05879950844746229
1,0,0.06675676485782911
0,0,0.05347130931437355
0,0,0.03415317369019538
0,1,-0.06529839033081913
1,1,-0.010807428848834733
1,0,0.04967060071204049
0,0,0.050168468388674725
0,1,-0.006090935121344732
1,0,0.05924294853237294
0,1,-0.10199387328609782
0,0,0.02847605753913074
0,1,-0.0774159640326803
1,1,-0.06032866293460232
0,0,0.033725999003702156
0,1,-0.030278223311133667
0,1,-0.046268002007279374
0,0,0.00031591409135101056
1,0,0.07973879586629334
0,1,-0.060544192580282485
0,0,0.09619586325376894
0,0,0.08250780669574881
0,0,0.03840308078211463
0,0,0.04205723450331811
0,0,0.06234629053573626
0,0,0.02643276978827036
1,1,-0.018997637806135226
0,0,0.04975626612703049
0,0,0.02435679558573245
1,1,-0.004681832492296312
0,0,0.010530023427671453
0,0,0.004880203451180343
0,0,0.06366581184937387
0,0,0.06854160127229225
0,0,0.08698024544280025
1,0,0.022218637673682096
0,0,0.012891338373742178
0,1,-0.04861417779251215
0,0,0.08183360365003012
0,1,-0.11737845722763124
0,0,0.01797043339553661
1,1,-0.021204521692952893
0,0,0.03197058693520993
0,0,0.05603956989208736
0,1,-0.00573198300172989
0,1,-0.04686299342273509
0,0,0.0658934045773173
0,0,0.06549067869602865
1,0,0.03609883744662179
0,0,0.10581533067737192
1,0,0.049465417218554464
0,0,0.07397991960824063
0,0,0.019836629545839313
0,0,0.05331010051953433
1,0,0.059124940795188874
0,1,-0.10461914881222306
1,0,0.008128263765194377
0,0,0.012597105860387148
0,1,-0.005771624029842437
0,1,-0.035416379295302114
0,0,0.003590575265774776
0,0,0.08791014971874844
0,1,-0.0364113446224647
0,0,0.1057858451779175
0,0,0.01809242904920716
1,0,0.02506627734600908
0,0,0.08363698394147429
1,1,-0.08598912098910277
0,0,0.0015225462633309261
0,0,0.07289226902931473
0,0,0.06034909121666332
0,0,0.05433012452030789
0,0,0.0455431148123262
0,1,-0.04166719914970246
0,0,0.01606635069704926
0,1,-0.045066156321189654
0,0,0.06623777784755719
0,0,0.007722873392781715
0,0,0.08737679519563463
0,0,0.0307072315975368
0,0,0.04371619791207715
1,1,-0.01330873345671485
1,1,-0.055225712957301
0,0,0.07749496710482734
0,0,0.10023419963419561
0,0,0.05733922995055979
0,0,0.04945527916391007
0,1,-0.1300116414903923
0,0,0.047158170548577405
0,0,0.033972516668916375
0,0,0.05591120856422649
0,0,0.0934769429303619
0,0,0.05752795129637195
0,0,0.0616355980722188
0,0,0.09387480473957832
0,0,0.010648069852967401
0,0,0.02219173663377577
1,1,-0.00955402360688512
0,0,0.046924833269775534
0,0,0.047696568747222945
0,0,0.01578384509375469
0,0,0.028393156353769766
1,1,-0.04290742949988463
1,0,0.10582642924447166
1,1,-0.07419406103001819
0,0,0.07910671360965421
0,0,0.058019350987720764
1,1,-0.16149217326553372
0,1,-0.015858580329007166
0,0,0.019317799363921917
1,1,-0.15948338761251274
0,1,-0.09244621442332385
0,0,0.05706656221816803
0,0,0.03312568387388459
1,0,0.023392127958612174
1,0,0.06881409456600757
0,1,-0.02939765353550655
0,0,0.02390431107773272
0,0,0.03212540843822076
0,1,-0.03290876104913637
1,1,-0.039241107742638615
0,1,-0.1342383276360612
0,0,0.09980395153902438
1,1,-0.010404278118249732
0,0,0.011764157799081687
0,1,-0.02523751679687819
0,0,0.07802500656557793
0,0,0.05816707698274093
0,0,0.040725952034389945
0,1,-0.0022645388075244743
0,0,0.0944211733887712
0,1,-0.04570898277155394
0,0,0.043801291133711895
0,0,0.09715861645976165
0,0,0.02073780142567483
0,0,0.05471567574714392
1,1,-0.07935833023176803
0,1,-0.0820398990793964
0,0,0.09784958271700356
0,0,0.00012530791838061273
0,0,0.10374209676391732
0,0,0.05770967402853122
0,0,0.05290642600783013
0,1,-0.14857170796916847
0,1,-0.0058958306766994095
0,0,0.04868705746838714
0,0,0.00845075109821608
1,1,-0.1537101325790467
